,Unnamed: 0,Player ID,Errores No Forzados,Winners,Puntos Ganados de Remate,% Primeros Saques,% Segundos Saques,% Puntos Ganados con Primeros Saques,% Puntos Ganados con Segundos Saques,Dobles Faltas,Km Recorridos,Zonas de Calor,Puntos de Break,Puntos de Oro,Errores No Forzados de Fondo de Pista,Errores No Forzados en Red,% de Restos Fallados,Posición Preferente,Partido,Edad,Genero,Jugador,Player_ID_new,Mail
772,772,115,33,13,2,24,80,65,3,5,4,A,10,27,17,14,29,R,1,46-60,Masculino,Jason,115,playerpadel01@gmail.com
773,773,262,10,23,11,53,63,69,85,10,2,A,9,27,21,2,26,D,1,46-60,Masculino,Johnathan,262,playerpadel01@gmail.com
774,774,108,35,22,16,28,58,40,49,10,0,B,15,1,40,14,15,D,1,46-60,Masculino,Michael,108,playerpadel01@gmail.com
775,775,102,50,2,4,82,57,62,37,4,4,B,16,4,11,5,4,D,1,46-60,Femenino,Mary,102,playerpadel01@gmail.com
776,776,37,16,17,19,96,1,31,22,10,4,C,16,10,18,0,3,D,1,46-60,Masculino,Cameron,37,playerpadel01@gmail.com
777,777,8,34,15,24,35,35,19,58,3,3,C,3,9,24,13,25,R,1,46-60,Masculino,James,8,playerpadel01@gmail.com
778,778,277,17,22,8,13,70,56,89,3,0,C,4,1,49,15,9,R,1,46-60,Femenino,Rhonda,277,playerpadel01@gmail.com
779,779,282,39,18,20,77,12,97,74,4,2,C,13,14,4,0,12,R,1,46-60,Femenino,Anita,282,playerpadel01@gmail.com
780,780,8,21,18,25,34,14,49,27,1,2,C,9,36,33,20,30,R,1,46-60,Masculino,James,8,playerpadel01@gmail.com
781,781,14,23,17,19,29,88,79,65,8,0,C,13,6,38,16,9,D,1,46-60,Femenino,Kelly,14,playerpadel01@gmail.com
782,782,99,18,19,6,91,86,24,7,1,0,B,0,19,9,7,13,R,1,46-60,Masculino,Joshua,99,playerpadel01@gmail.com
783,783,42,36,15,21,16,59,11,28,9,1,C,10,33,46,17,25,D,1,46-60,Femenino,Jennifer,42,playerpadel01@gmail.com
784,784,24,38,7,3,66,21,70,10,1,3,B,17,34,6,15,21,D,1,46-60,Masculino,Christopher,24,playerpadel01@gmail.com
785,785,14,20,27,12,79,62,38,100,9,0,B,15,33,36,5,11,R,1,46-60,Femenino,Kelly,14,playerpadel01@gmail.com
786,786,53,7,0,12,29,89,16,17,8,0,A,17,21,46,9,26,R,1,46-60,Femenino,Debra,53,playerpadel01@gmail.com
787,787,211,27,16,9,92,96,44,54,2,1,B,7,30,14,9,0,D,1,46-60,Masculino,Kyle,211,playerpadel01@gmail.com
788,788,99,4,11,17,44,74,10,49,9,1,B,9,22,41,4,28,R,1,46-60,Masculino,Joshua,99,playerpadel01@gmail.com
789,789,172,16,29,16,78,73,69,13,6,4,C,9,18,23,11,20,R,1,46-60,Masculino,Tom,172,playerpadel01@gmail.com
790,790,260,36,20,19,88,24,22,73,3,2,B,4,3,25,19,29,D,1,46-60,Masculino,Omar,260,playerpadel01@gmail.com
791,791,129,35,10,19,50,100,90,98,5,3,C,9,23,25,16,19,D,1,46-60,Femenino,Kayla,129,playerpadel01@gmail.com
792,792,8,18,4,12,46,47,69,8,3,4,C,17,19,45,13,19,D,1,46-60,Masculino,James,8,playerpadel01@gmail.com
793,793,283,26,26,16,52,42,37,98,9,0,C,5,27,25,13,6,D,1,46-60,Masculino,Alan,283,playerpadel01@gmail.com
794,794,108,33,11,21,63,37,1,10,6,1,A,2,16,9,2,8,D,1,46-60,Masculino,Michael,108,playerpadel01@gmail.com
795,795,108,10,16,3,37,40,85,62,0,2,C,7,18,16,11,7,R,1,46-60,Masculino,Michael,108,playerpadel01@gmail.com
796,796,83,44,5,0,63,44,83,75,2,4,B,8,34,13,19,26,D,1,46-60,Femenino,Christina,83,playerpadel01@gmail.com
797,797,268,46,0,0,86,87,88,66,2,2,C,4,31,1,17,12,D,1,46-60,Masculino,Randall,268,playerpadel01@gmail.com
798,798,4,11,4,14,88,39,78,52,0,1,C,1,34,47,11,13,D,1,46-60,Masculino,Daniel,4,playerpadel01@gmail.com
799,799,284,20,24,12,6,96,92,38,5,4,C,1,29,12,1,11,R,1,46-60,Femenino,Hayley,284,playerpadel01@gmail.com
800,800,192,10,27,16,21,16,71,77,10,4,A,6,16,26,1,7,D,1,>60,Femenino,Lisa,192,playerpadel01@gmail.com
801,801,35,38,13,23,80,87,36,55,8,2,B,16,28,8,16,20,D,1,>60,Masculino,Joe,35,playerpadel01@gmail.com
802,802,178,27,4,25,81,100,48,27,7,1,A,9,5,6,9,21,R,1,>60,Femenino,Brittany,178,playerpadel01@gmail.com
803,803,141,4,21,7,40,56,51,74,10,0,B,11,16,47,17,17,D,1,>60,Masculino,Philip,141,playerpadel01@gmail.com
804,804,96,16,23,17,73,1,32,38,6,4,A,1,16,9,18,15,D,1,>60,Masculino,Chris,96,playerpadel01@gmail.com
805,805,56,19,26,12,9,95,21,24,9,0,B,9,13,8,20,28,D,1,>60,Masculino,Kevin,56,playerpadel01@gmail.com
806,806,45,40,0,22,56,61,4,20,7,1,A,0,23,21,0,10,R,1,>60,Femenino,Cynthia,45,playerpadel01@gmail.com
807,807,12,45,29,13,6,87,17,9,5,4,C,3,36,22,3,15,R,1,>60,Masculino,Brandon,12,playerpadel01@gmail.com
808,808,178,11,17,7,49,8,37,42,8,4,A,12,31,6,3,13,D,1,>60,Femenino,Brittany,178,playerpadel01@gmail.com
809,809,220,5,15,7,90,67,36,14,2,0,A,11,35,47,1,2,D,1,>60,Femenino,Natasha,220,playerpadel01@gmail.com
810,810,29,16,8,25,51,80,93,82,9,3,C,10,36,8,18,20,D,1,>60,Femenino,Stephanie,29,playerpadel01@gmail.com
811,811,285,50,18,14,32,16,94,47,9,0,C,9,13,26,20,1,R,1,>60,Masculino,Lawrence,285,playerpadel01@gmail.com
812,812,17,18,21,12,0,49,63,85,8,0,B,14,26,23,11,2,R,1,>60,Femenino,Alicia,17,playerpadel01@gmail.com
813,813,181,25,4,6,52,93,9,20,3,3,B,4,18,28,9,3,R,1,>60,Femenino,Felicia,181,playerpadel01@gmail.com
814,814,171,47,26,4,59,39,78,59,6,1,B,16,30,16,12,21,R,1,>60,Femenino,Christine,171,playerpadel01@gmail.com
815,815,30,43,1,16,33,57,41,95,8,1,A,4,8,19,19,4,R,1,>60,Masculino,Steven,30,playerpadel01@gmail.com
816,816,58,43,29,24,3,74,47,49,1,4,B,1,16,6,14,9,R,1,>60,Femenino,Sara,58,playerpadel01@gmail.com
817,817,73,31,14,15,16,84,43,22,1,2,A,8,18,42,2,19,D,1,>60,Femenino,Elizabeth,73,playerpadel01@gmail.com
818,818,86,5,6,22,3,20,81,12,8,2,A,5,3,39,19,28,R,1,>60,Masculino,Jared,86,playerpadel01@gmail.com
819,819,20,35,3,1,42,17,86,68,2,4,B,17,10,6,12,30,D,1,>60,Femenino,Jessica,20,playerpadel01@gmail.com
820,820,227,37,0,21,89,54,96,3,8,2,B,13,21,27,7,1,R,1,>60,Masculino,Victor,227,playerpadel01@gmail.com
821,821,248,10,12,17,3,28,15,91,4,0,A,18,3,18,6,11,D,1,>60,Femenino,Alexis,248,playerpadel01@gmail.com
822,822,15,32,19,16,0,23,53,77,5,0,C,13,16,19,7,26,R,1,>60,Masculino,David,15,playerpadel01@gmail.com
823,823,56,23,21,6,70,73,34,71,1,3,C,7,7,43,17,4,D,1,>60,Masculino,Kevin,56,playerpadel01@gmail.com
824,824,66,22,6,12,93,16,97,8,7,3,A,16,33,38,8,4,D,1,>60,Femenino,Jacqueline,66,playerpadel01@gmail.com
825,825,158,14,14,17,49,17,27,34,10,4,B,2,10,39,5,26,D,1,>60,Femenino,Nicole,158,playerpadel01@gmail.com
826,826,286,26,22,13,72,41,1,100,8,4,A,9,30,6,3,22,R,1,>60,Femenino,Victoria,286,playerpadel01@gmail.com
827,827,19,10,13,17,60,83,93,20,1,4,A,16,10,5,14,0,R,1,>60,Masculino,Bradley,19,playerpadel01@gmail.com
828,828,132,50,22,12,34,100,12,57,5,0,B,10,20,24,4,3,R,1,>60,Masculino,Joel,132,playerpadel01@gmail.com
829,829,79,49,18,10,7,44,40,17,5,2,C,7,29,40,4,26,D,1,>60,Masculino,Edward,79,playerpadel01@gmail.com
830,830,165,16,21,20,23,81,79,96,7,4,A,0,9,12,6,20,D,1,>60,Masculino,Marcus,165,playerpadel01@gmail.com
831,831,287,50,28,20,82,16,58,71,9,4,C,12,25,38,8,23,D,1,>60,Femenino,Madeline,287,playerpadel01@gmail.com
832,832,288,13,23,15,35,72,68,80,4,0,C,3,26,39,6,11,R,1,>60,Femenino,Suzanne,288,playerpadel01@gmail.com
833,833,93,26,19,22,49,13,91,42,8,0,B,6,7,21,8,30,R,1,>60,Masculino,Mark,93,playerpadel01@gmail.com
834,834,196,17,28,16,42,48,52,94,0,0,A,13,7,48,19,11,D,1,>60,Femenino,Kristin,196,playerpadel01@gmail.com
835,835,30,27,23,7,26,28,44,97,8,2,A,4,7,16,9,15,R,1,>60,Masculino,Steven,30,playerpadel01@gmail.com
836,836,242,50,17,18,31,94,19,5,9,4,C,10,33,47,3,23,R,1,>60,Femenino,Megan,242,playerpadel01@gmail.com
837,837,127,46,30,19,77,3,23,85,6,1,C,16,15,21,5,16,R,1,>60,Femenino,Melissa,127,playerpadel01@gmail.com
838,838,65,46,9,14,17,81,60,77,3,1,B,4,12,33,13,20,R,1,>60,Masculino,Richard,65,playerpadel01@gmail.com
839,839,99,3,8,8,27,19,90,66,2,4,C,2,22,7,8,9,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
840,840,168,6,24,19,28,46,93,11,9,4,B,4,11,48,0,16,R,1,>60,Masculino,Jon,168,playerpadel01@gmail.com
841,841,13,44,7,9,15,8,57,99,10,4,A,14,26,44,16,16,R,1,>60,Femenino,Emily,13,playerpadel01@gmail.com
842,842,99,34,25,11,98,76,26,11,5,4,B,18,21,17,12,17,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
843,843,149,47,29,20,46,78,25,65,0,2,C,15,31,23,6,1,D,1,>60,Masculino,Jose,149,playerpadel01@gmail.com
844,844,199,8,28,22,58,26,6,1,2,1,A,7,26,41,8,30,R,1,>60,Masculino,Troy,199,playerpadel01@gmail.com
845,845,102,7,9,19,30,14,41,14,1,3,B,12,1,1,10,30,R,1,>60,Femenino,Mary,102,playerpadel01@gmail.com
846,846,227,44,16,0,3,91,46,22,10,1,A,15,32,1,2,24,R,1,>60,Masculino,Victor,227,playerpadel01@gmail.com
847,847,289,16,1,24,36,100,52,28,8,1,B,2,25,26,11,3,R,1,>60,Femenino,Terry,289,playerpadel01@gmail.com
848,848,118,16,5,19,16,18,58,80,2,0,C,0,27,13,20,18,D,1,>60,Masculino,Adam,118,playerpadel01@gmail.com
849,849,245,48,25,8,38,89,37,95,1,4,C,8,18,47,2,10,D,1,>60,Masculino,Paul,245,playerpadel01@gmail.com
850,850,290,32,4,21,47,51,68,6,3,4,A,8,4,38,14,16,D,1,>60,Femenino,Brandy,290,playerpadel01@gmail.com
851,851,69,31,27,14,45,25,86,93,1,4,A,16,32,11,20,11,R,1,>60,Masculino,Stephen,69,playerpadel01@gmail.com
852,852,291,7,29,0,89,88,91,27,0,0,A,1,19,31,9,1,R,1,>60,Femenino,Lydia,291,playerpadel01@gmail.com
853,853,90,18,8,11,47,25,97,13,5,2,B,8,29,27,0,5,D,1,>60,Masculino,Jonathan,90,playerpadel01@gmail.com
854,854,292,37,4,2,38,25,52,43,9,2,C,18,7,27,13,8,R,1,>60,Femenino,Maria,292,playerpadel01@gmail.com
855,855,214,2,17,10,3,45,14,29,7,3,A,12,16,45,19,4,D,1,>60,Femenino,Amber,214,playerpadel01@gmail.com
856,856,57,4,25,1,29,91,95,80,9,2,A,4,0,24,5,19,D,1,>60,Femenino,Kimberly,57,playerpadel01@gmail.com
857,857,293,12,19,15,29,48,25,31,9,2,A,8,2,3,1,28,D,1,>60,Femenino,Joann,293,playerpadel01@gmail.com
858,858,7,46,8,8,21,81,47,69,1,4,B,12,25,25,7,20,D,1,>60,Femenino,Samantha,7,playerpadel01@gmail.com
859,859,294,45,16,14,74,95,94,87,8,1,A,0,30,35,0,8,D,1,>60,Femenino,Donna,294,playerpadel01@gmail.com
860,860,55,30,26,11,65,52,18,5,2,2,A,14,7,49,3,27,D,1,>60,Masculino,Ian,55,playerpadel01@gmail.com
861,861,52,15,16,0,11,2,8,26,7,2,B,3,7,2,3,28,D,1,>60,Masculino,Travis,52,playerpadel01@gmail.com
862,862,82,49,11,12,93,65,63,81,7,0,B,3,34,0,4,22,R,1,>60,Masculino,Bryce,82,playerpadel01@gmail.com
863,863,94,31,6,13,35,96,92,87,2,3,A,9,27,16,19,7,D,1,>60,Femenino,Sandra,94,playerpadel01@gmail.com
864,864,14,21,26,24,17,41,53,100,2,0,A,5,3,6,8,30,D,1,>60,Femenino,Kelly,14,playerpadel01@gmail.com
865,865,295,28,2,24,89,18,50,23,5,4,B,11,15,47,12,19,R,1,>60,Masculino,Arthur,295,playerpadel01@gmail.com
866,866,143,21,9,7,52,16,38,33,0,1,C,15,12,4,17,26,D,1,>60,Femenino,Susan,143,playerpadel01@gmail.com
867,867,296,42,1,7,70,32,3,39,3,3,B,2,19,18,16,7,R,1,>60,Masculino,Larry,296,playerpadel01@gmail.com
868,868,11,2,24,11,0,75,2,46,0,0,C,13,4,38,0,21,D,1,>60,Masculino,Matthew,11,playerpadel01@gmail.com
869,869,297,9,2,0,57,48,63,78,2,2,A,0,36,45,14,20,R,1,>60,Masculino,Phillip,297,playerpadel01@gmail.com
870,870,160,41,15,10,89,55,28,74,8,2,A,9,19,33,1,28,R,1,>60,Femenino,Brenda,160,playerpadel01@gmail.com
871,871,108,20,1,7,86,62,10,85,4,3,C,14,23,34,15,27,R,1,>60,Masculino,Michael,108,playerpadel01@gmail.com
872,872,127,15,27,9,89,2,96,23,4,2,B,6,35,48,19,22,D,1,>60,Femenino,Melissa,127,playerpadel01@gmail.com
873,873,40,11,23,18,5,48,57,64,10,0,A,3,33,15,4,5,R,1,>60,Masculino,Andrew,40,playerpadel01@gmail.com
874,874,132,1,9,10,69,54,74,17,3,0,C,13,33,39,18,2,D,1,>60,Masculino,Joel,132,playerpadel01@gmail.com
875,875,52,40,5,6,43,25,26,43,2,2,B,15,18,49,4,4,D,1,>60,Masculino,Travis,52,playerpadel01@gmail.com
876,876,33,23,21,10,71,98,96,75,4,2,C,13,16,46,1,8,D,1,>60,Masculino,Joseph,33,playerpadel01@gmail.com
877,877,273,34,25,16,23,71,20,56,10,4,B,2,4,38,6,6,D,1,>60,Masculino,Jesse,273,playerpadel01@gmail.com
878,878,65,29,10,0,85,51,38,27,3,1,B,16,24,26,2,27,D,1,>60,Masculino,Richard,65,playerpadel01@gmail.com
879,879,53,29,22,25,18,99,94,70,7,3,B,13,17,40,16,3,D,1,>60,Femenino,Debra,53,playerpadel01@gmail.com
880,880,135,46,6,20,100,6,45,22,3,0,B,17,7,37,2,6,D,1,>60,Masculino,Peter,135,playerpadel01@gmail.com
881,881,178,34,26,20,17,45,65,84,10,3,C,2,26,49,12,4,R,1,>60,Femenino,Brittany,178,playerpadel01@gmail.com
882,882,33,18,28,7,94,45,90,33,7,4,C,18,14,49,6,10,D,1,>60,Masculino,Joseph,33,playerpadel01@gmail.com
883,883,44,49,14,22,100,99,35,10,5,0,C,2,12,24,2,28,D,1,>60,Masculino,Nathan,44,playerpadel01@gmail.com
884,884,7,7,5,23,29,15,74,85,10,4,C,11,15,25,14,14,R,1,>60,Femenino,Samantha,7,playerpadel01@gmail.com
885,885,262,25,19,5,41,23,81,34,4,4,C,4,21,13,17,1,D,1,>60,Masculino,Johnathan,262,playerpadel01@gmail.com
886,886,190,48,26,21,32,60,64,92,3,2,B,9,19,13,9,12,R,1,>60,Masculino,Carlos,190,playerpadel01@gmail.com
887,887,111,39,8,17,73,53,62,41,3,3,A,8,12,13,6,21,R,1,>60,Femenino,Amanda,111,playerpadel01@gmail.com
888,888,175,6,21,5,100,61,98,27,3,3,A,0,19,24,8,15,D,1,>60,Femenino,Angela,175,playerpadel01@gmail.com
889,889,110,29,19,4,11,0,34,81,10,2,C,12,1,35,4,6,D,1,>60,Masculino,Ryan,110,playerpadel01@gmail.com
890,890,77,6,11,12,93,48,30,77,8,3,C,2,34,3,19,7,R,1,>60,Femenino,Laura,77,playerpadel01@gmail.com
891,891,22,2,18,18,26,24,27,81,3,2,A,18,18,46,7,5,D,1,>60,Masculino,Jeremy,22,playerpadel01@gmail.com
892,892,160,0,19,21,38,9,0,91,8,0,B,10,36,14,13,23,R,1,>60,Femenino,Brenda,160,playerpadel01@gmail.com
893,893,298,35,2,7,8,79,24,23,9,4,C,15,5,31,3,6,R,1,>60,Femenino,Carly,298,playerpadel01@gmail.com
894,894,240,24,14,8,20,15,42,7,5,4,B,5,13,17,19,17,D,1,>60,Femenino,Jane,240,playerpadel01@gmail.com
895,895,10,36,1,16,75,57,83,52,9,3,A,2,3,13,13,29,R,1,>60,Femenino,Kathleen,10,playerpadel01@gmail.com
896,896,99,0,29,2,28,71,66,71,6,1,A,18,21,0,11,21,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
897,897,102,14,20,18,32,28,62,3,9,4,C,5,35,41,1,24,D,1,>60,Femenino,Mary,102,playerpadel01@gmail.com
898,898,192,36,1,10,61,91,50,90,2,2,B,7,33,19,12,27,R,1,>60,Femenino,Lisa,192,playerpadel01@gmail.com
899,899,111,12,21,23,14,5,1,99,7,1,C,12,26,9,0,21,R,1,>60,Femenino,Amanda,111,playerpadel01@gmail.com
900,900,15,39,2,16,1,15,81,4,2,1,A,11,6,9,19,19,D,1,>60,Masculino,David,15,playerpadel01@gmail.com
901,901,99,7,5,20,51,19,63,96,0,4,B,9,2,23,6,6,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
902,902,110,4,14,18,43,79,73,48,9,4,C,2,32,33,8,2,D,1,>60,Masculino,Ryan,110,playerpadel01@gmail.com
903,903,65,8,26,1,53,70,68,97,4,4,C,3,1,27,16,4,R,1,>60,Masculino,Richard,65,playerpadel01@gmail.com
904,904,299,0,9,7,17,77,8,29,1,2,C,0,15,26,20,0,D,1,>60,Femenino,Darlene,299,playerpadel01@gmail.com
905,905,4,35,8,18,2,42,1,71,9,1,A,12,24,39,12,14,R,1,>60,Masculino,Daniel,4,playerpadel01@gmail.com
906,906,41,34,0,6,6,25,33,62,5,3,C,3,14,0,9,25,R,1,>60,Femenino,Ashley,41,playerpadel01@gmail.com
907,907,300,1,15,16,42,89,59,46,9,2,B,10,23,32,15,2,R,1,>60,Femenino,Tracey,300,playerpadel01@gmail.com
908,908,269,39,5,5,81,77,60,25,8,0,C,18,14,3,5,7,D,1,>60,Masculino,Jim,269,playerpadel01@gmail.com
909,909,171,22,8,18,37,70,30,56,0,4,A,10,30,6,15,24,R,1,>60,Femenino,Christine,171,playerpadel01@gmail.com
910,910,210,8,26,23,36,32,9,36,3,1,C,11,13,8,10,8,D,1,>60,Femenino,Madison,210,playerpadel01@gmail.com
911,911,83,33,3,5,57,25,75,97,0,2,A,10,13,15,19,14,R,1,>60,Femenino,Christina,83,playerpadel01@gmail.com
912,912,67,45,26,1,32,44,35,6,0,0,A,5,5,4,2,9,D,1,>60,Masculino,William,67,playerpadel01@gmail.com
913,913,16,13,27,5,58,83,84,39,7,2,B,11,13,33,8,1,D,1,>60,Femenino,Michelle,16,playerpadel01@gmail.com
914,914,118,3,1,22,94,62,48,91,10,2,B,8,16,22,14,19,R,1,>60,Masculino,Adam,118,playerpadel01@gmail.com
915,915,78,29,28,4,10,66,69,38,1,3,C,9,17,42,12,4,D,1,>60,Masculino,Robert,78,playerpadel01@gmail.com
916,916,80,30,3,18,67,51,48,61,0,3,A,2,19,49,9,30,R,1,>60,Masculino,John,80,playerpadel01@gmail.com
917,917,20,37,0,19,81,67,2,91,10,2,A,2,16,24,19,18,R,1,>60,Femenino,Jessica,20,playerpadel01@gmail.com
918,918,301,10,18,3,67,25,73,77,7,0,B,15,15,50,12,12,R,1,>60,Masculino,Gabriel,301,playerpadel01@gmail.com
919,919,41,34,25,21,97,74,4,52,3,1,B,2,31,12,16,10,R,1,>60,Femenino,Ashley,41,playerpadel01@gmail.com
920,920,102,7,24,25,92,1,89,3,2,1,C,9,8,23,6,0,R,1,>60,Femenino,Mary,102,playerpadel01@gmail.com
921,921,83,2,9,16,87,13,60,81,3,4,A,10,26,10,5,21,R,1,>60,Femenino,Christina,83,playerpadel01@gmail.com
922,922,257,13,20,10,21,29,84,24,10,4,B,7,32,50,12,29,R,1,>60,Femenino,Jamie,257,playerpadel01@gmail.com
923,923,111,12,14,3,65,48,89,6,4,1,C,5,9,16,16,14,D,1,>60,Femenino,Amanda,111,playerpadel01@gmail.com
924,924,274,44,26,25,43,11,25,27,0,2,A,10,16,36,14,25,R,1,>60,Femenino,Kathryn,274,playerpadel01@gmail.com
925,925,42,31,21,12,5,89,71,68,10,2,A,11,35,12,3,17,R,1,>60,Femenino,Jennifer,42,playerpadel01@gmail.com
926,926,302,33,18,19,41,43,4,66,0,3,B,15,16,26,14,15,D,1,>60,Femenino,Summer,302,playerpadel01@gmail.com
927,927,75,44,15,25,24,32,14,94,2,3,C,17,17,19,13,8,D,1,>60,Femenino,Tiffany,75,playerpadel01@gmail.com
928,928,66,18,20,16,56,12,15,19,5,4,B,12,22,32,20,0,R,1,>60,Femenino,Jacqueline,66,playerpadel01@gmail.com
929,929,274,37,26,8,84,77,0,82,0,1,C,2,33,41,10,10,R,1,>60,Femenino,Kathryn,274,playerpadel01@gmail.com
930,930,108,15,23,3,54,87,15,10,10,2,A,14,7,31,3,8,R,1,>60,Masculino,Michael,108,playerpadel01@gmail.com
931,931,303,1,21,22,15,97,36,66,1,1,C,13,12,7,2,22,D,1,>60,Masculino,Gene,303,playerpadel01@gmail.com
932,932,20,39,3,13,94,25,2,86,6,0,C,17,22,28,1,10,R,1,>60,Femenino,Jessica,20,playerpadel01@gmail.com
933,933,26,16,1,18,13,20,51,6,0,1,C,13,19,39,19,12,D,1,>60,Femenino,Brianna,26,playerpadel01@gmail.com
934,934,199,33,29,25,38,27,46,22,6,0,C,4,21,18,9,25,R,1,>60,Masculino,Troy,199,playerpadel01@gmail.com
935,935,24,41,24,2,27,47,94,60,3,3,C,13,22,5,12,1,R,1,>60,Masculino,Christopher,24,playerpadel01@gmail.com
936,936,44,15,12,13,95,99,12,70,9,3,B,7,34,43,19,13,D,1,>60,Masculino,Nathan,44,playerpadel01@gmail.com
937,937,80,37,27,7,91,39,79,33,5,4,C,14,2,38,20,5,R,1,>60,Masculino,John,80,playerpadel01@gmail.com
938,938,8,1,0,23,50,65,54,18,7,1,C,14,33,47,17,7,R,1,>60,Masculino,James,8,playerpadel01@gmail.com
939,939,14,1,16,0,48,72,20,57,8,1,A,18,32,40,20,30,R,1,>60,Femenino,Kelly,14,playerpadel01@gmail.com
940,940,83,25,12,9,8,86,65,8,5,0,C,5,16,20,15,17,D,1,>60,Femenino,Christina,83,playerpadel01@gmail.com
941,941,49,12,3,17,57,78,53,47,10,3,A,18,18,21,10,15,R,1,>60,Femenino,Dana,49,playerpadel01@gmail.com
942,942,163,46,6,15,44,76,26,81,8,0,B,7,29,41,9,30,R,1,>60,Masculino,Zachary,163,playerpadel01@gmail.com
943,943,263,30,16,7,21,22,37,40,3,3,B,5,22,9,8,20,D,1,>60,Masculino,Ross,263,playerpadel01@gmail.com
944,944,276,33,8,0,31,80,89,47,5,0,C,14,14,9,11,28,D,1,>60,Femenino,Gwendolyn,276,playerpadel01@gmail.com
945,945,21,38,3,11,68,47,57,44,7,3,B,2,13,28,18,11,R,1,>60,Femenino,Rebecca,21,playerpadel01@gmail.com
946,946,304,2,18,7,86,1,61,24,8,0,C,9,1,15,0,10,R,1,>60,Masculino,Jeremiah,304,playerpadel01@gmail.com
947,947,99,7,0,23,68,83,45,77,2,3,B,14,17,0,17,5,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
948,948,281,22,9,15,41,19,88,24,1,0,C,15,5,16,13,2,R,1,>60,Masculino,Brett,281,playerpadel01@gmail.com
949,949,141,13,3,17,52,58,10,18,5,1,C,16,31,29,20,13,R,1,>60,Masculino,Philip,141,playerpadel01@gmail.com
950,950,99,26,8,3,95,45,71,38,3,4,A,18,20,25,0,27,D,1,>60,Masculino,Joshua,99,playerpadel01@gmail.com
951,951,278,28,12,5,58,2,7,78,0,0,A,10,27,45,16,1,R,1,>60,Femenino,Alison,278,playerpadel01@gmail.com
952,952,222,38,13,11,73,54,96,79,7,4,A,15,26,18,10,30,R,1,>60,Femenino,Amy,222,playerpadel01@gmail.com
953,953,93,38,9,8,38,11,70,26,8,1,A,4,1,20,19,10,D,1,>60,Masculino,Mark,93,playerpadel01@gmail.com
954,954,214,0,5,14,14,39,63,73,8,1,C,4,32,16,14,21,R,1,>60,Femenino,Amber,214,playerpadel01@gmail.com
955,955,11,16,15,15,70,65,20,62,1,3,B,13,15,45,3,2,R,1,>60,Masculino,Matthew,11,playerpadel01@gmail.com
956,956,305,40,5,23,28,99,71,67,8,4,C,17,21,39,14,17,R,1,>60,Femenino,Mackenzie,305,playerpadel01@gmail.com
957,957,296,29,16,11,2,77,62,18,6,2,A,7,12,20,13,30,D,1,>60,Masculino,Larry,296,playerpadel01@gmail.com
958,958,126,12,9,23,82,15,84,27,4,3,A,4,1,40,0,0,R,1,>60,Femenino,Nancy,126,playerpadel01@gmail.com
959,959,210,20,17,22,9,82,63,84,6,4,B,6,13,39,8,29,D,1,>60,Femenino,Madison,210,playerpadel01@gmail.com
960,960,275,18,26,13,91,33,19,77,8,0,A,15,27,44,6,23,D,1,>60,Masculino,Corey,275,playerpadel01@gmail.com
961,961,301,18,21,12,28,43,7,32,7,0,C,13,6,48,10,0,R,1,>60,Masculino,Gabriel,301,playerpadel01@gmail.com
962,962,69,24,17,24,78,5,57,9,5,1,C,4,17,18,1,11,D,1,>60,Masculino,Stephen,69,playerpadel01@gmail.com
963,963,181,21,2,1,34,76,45,82,3,2,C,8,35,6,1,14,R,1,>60,Femenino,Felicia,181,playerpadel01@gmail.com
964,964,245,30,19,2,5,63,30,29,0,0,C,3,35,16,5,4,R,1,>60,Masculino,Paul,245,playerpadel01@gmail.com
965,965,67,16,26,25,11,99,92,21,5,4,C,3,3,0,18,26,R,1,>60,Masculino,William,67,playerpadel01@gmail.com
966,966,38,22,20,23,37,21,8,2,2,4,B,15,29,36,19,5,D,1,>60,Masculino,Justin,38,playerpadel01@gmail.com
967,967,30,31,30,21,76,17,14,100,5,0,C,16,23,5,13,15,R,1,>60,Masculino,Steven,30,playerpadel01@gmail.com
968,968,220,9,24,9,92,11,93,81,5,4,A,14,19,25,2,26,R,1,>60,Femenino,Natasha,220,playerpadel01@gmail.com
969,969,306,9,27,8,18,51,25,74,3,4,A,3,30,1,6,11,R,1,>60,Femenino,Theresa,306,playerpadel01@gmail.com
970,970,307,35,14,25,66,93,9,47,1,1,A,5,23,31,6,11,D,1,>60,Femenino,Toni,307,playerpadel01@gmail.com
971,971,108,7,14,19,7,50,28,1,8,2,A,15,6,47,3,2,D,1,>60,Masculino,Michael,108,playerpadel01@gmail.com
972,972,57,19,3,7,7,70,79,75,1,1,B,3,25,4,4,29,R,1,>60,Femenino,Kimberly,57,playerpadel01@gmail.com
973,973,8,31,28,9,83,95,35,53,2,2,A,5,12,36,16,22,R,1,>60,Masculino,James,8,playerpadel01@gmail.com
974,974,104,49,26,18,46,47,83,5,9,4,B,4,7,30,3,1,R,1,>60,Femenino,Vanessa,104,playerpadel01@gmail.com
